proposal;usernumber;username
23306;574227;Arantxa soto lara
23307;27149;Miguel DV
23308;579426;Juan Miguel Blazquez
23309;63601;Rafael Rodríguez Herruzo
23310;571285;Marti-ni
23311;579452;Vecino Francisco Silvela
23312;178549;Maria Benito
23313;579459;Jose Antonio Quiros
23314;426276;Ahermoso
23315;423209;AsociaciónProDemocraciaParticipativa
23316;26044;Kinkel
23317;423209;AsociaciónProDemocraciaParticipativa
23318;138766;Ana María Dopazo Garcia
23319;88261;Maillo Land
23320;440767;Madrileñoso
23321;50987;rocio saura
23322;291455;aimartinez
23323;90395;Maribel Perez
23324;12591;Jose Ramon
23325;223090;Vmiron
23326;205574;2JC
23327;170410;M Concepción Muñoz Cuéllar
23328;423209;AsociaciónProDemocraciaParticipativa
23329;170410;M Concepción Muñoz Cuéllar
23330;423209;AsociaciónProDemocraciaParticipativa
23331;579535;Izan Danilo Cabral
23332;571179;Mary Toscana
23333;242984;ALBERT0 NAVAS CASTELLON
23334;114537;sonia cortes
23335;65050;tonivilla
23336;188224;Juanyllo
23337;8268;Marigel
23338;30264;irentxu7
23339;282105;Jose Manuel R D
23340;574738;Francisco Inglés
23341;13988;Varco
23342;166297;felicisimo jimenez diego
23343;175550;Tsukuba
23344;2614;Aitor
23345;11945;rosa delgado poblete
23346;63562;imanrod
23347;43581;Antoniaa
23348;23639;Iván Ortiz
23349;23639;Iván Ortiz
23350;188904;Luis Gonzaga
23351;63601;Rafael Rodríguez Herruzo
23352;448177;Rodima
23353;162143;DippyDawg
23354;162143;DippyDawg
23355;161065;Helen Arcones
23356;95621;Pedro Gil Maroto
23357;148839;AHAM_16
23358;423209;AsociaciónProDemocraciaParticipativa
23359;;
23360;423209;AsociaciónProDemocraciaParticipativa
23361;179693;Avillaverde
23362;23775;Shibani
23363;579757;Artik_es
23364;227688;por comentar
23365;69736;pepe36
23366;14887;RafaelaGlezCareaga
23367;515035;SITO
23368;1963;Rafael Belén
23369;579872;Sergio Gómez Ortiga
23370;8225;Carl M.
23371;472140;simonaa
23372;157797;Alberto Comeche
23373;157797;Alberto Comeche
23374;157797;Alberto Comeche
23375;227688;por comentar
23376;570295;JLKOV
23377;488704;Maria Del Amo
23378;27149;Miguel DV
23379;220340;luisrubioc
23380;34187;Bruno Querol
23381;164577;Letix
23382;117119;Oscar Patanegra
23383;11378;Alehop
23384;12591;Jose Ramon
23385;479581;M.Estrella
23386;203778;yolandacher
23387;23775;Shibani
23388;23775;Shibani
23389;10573;Roberto
23390;568115;USE
23391;580093;maberal
23392;61921;itu
23393;70889;Dmartinmoreda
23394;580130;Daniel GJ
23395;238960;Cobo
23396;13988;Varco
23397;54657;NCSegovia
23398;423209;AsociaciónProDemocraciaParticipativa
23399;423209;AsociaciónProDemocraciaParticipativa
23400;423209;AsociaciónProDemocraciaParticipativa
23401;;
23402;423209;AsociaciónProDemocraciaParticipativa
23403;423209;AsociaciónProDemocraciaParticipativa
23404;423209;AsociaciónProDemocraciaParticipativa
23405;567751;Kayuko
23406;13988;Varco
23407;86329;Angela Suarez
23408;580198;Mari Carmen González
23409;580200;Beldimartin
23410;61416;Victoria Peris
23411;580213;Fer Arias
23412;423209;AsociaciónProDemocraciaParticipativa
23413;580237;Ivan SG
23414;232071;Juanjo Mtnez
23415;576753;PioletMan
23416;515035;SITO
23417;;
23418;423209;AsociaciónProDemocraciaParticipativa
23419;531568;Inés Fernández heredero
23420;228248;ususu
23421;13988;Varco
23422;200339;Bruno TresBes
23423;168697;Ire40
23424;473166;JMendez
23425;155996;Alejandro Sastre Bruno
23426;187669;Pedro Valiente
23427;;
23428;509134;Juan Carlos G.A.
23429;580353;Albamf83
23430;580359;eltriki
23431;479832;ketty mendez
23432;189626;JP_SANBLAS
23433;21733;José Luis 1970
23434;146622;Sara Blázquez Vargas
23435;139151;Juancarfer
23436;580412;La nueva del barrio
23437;142317;Javier Lahuerta
23438;56075;Javi PF
23439;423209;AsociaciónProDemocraciaParticipativa
23440;10170;BRE
23441;;
23442;423209;AsociaciónProDemocraciaParticipativa
23443;423209;AsociaciónProDemocraciaParticipativa
23444;423209;AsociaciónProDemocraciaParticipativa
23445;423209;AsociaciónProDemocraciaParticipativa
23446;423209;AsociaciónProDemocraciaParticipativa
23447;423209;AsociaciónProDemocraciaParticipativa
23448;423209;AsociaciónProDemocraciaParticipativa
23449;580412;La nueva del barrio
23450;580412;La nueva del barrio
23451;23529;ROBERTO GASPAR
23452;23529;ROBERTO GASPAR
23453;23529;ROBERTO GASPAR
23454;158;ABG
23455;580473;NHR
23456;423209;AsociaciónProDemocraciaParticipativa
23457;543096;bmmonge
23458;578850;FedeBlock
23459;478035;Rafa Arroyo
23460;580412;La nueva del barrio
23461;37408;mariangls
23462;580494;NACHO GONZALEZ
23463;13328;alimar
23464;423209;AsociaciónProDemocraciaParticipativa
23465;423209;AsociaciónProDemocraciaParticipativa
23466;423209;AsociaciónProDemocraciaParticipativa
23467;;
23468;110343;MARCOS SILVO NOGALES
23469;580504;Vecina
23470;580471;Leticia PC
23471;345934;Juan Carlos Ventura Fernícola
23472;23529;ROBERTO GASPAR
23473;174875;dmagano
23474;261225;AAVV Sol y Barrio de Las Letras
23475;23529;ROBERTO GASPAR
23476;502742;AdriánMP
23477;37508;milva
23478;206586;eduh
23479;57136;NuevoGAM
23480;11444;GonzaloJosé
23481;580533;Jose Mavel
23482;202785;Darevi
23483;27018;David Corbacho
23484;580545;jesjimgar69
23485;23775;Shibani
23486;580547;ipg71
23487;;
23488;;
23489;;
23490;423209;AsociaciónProDemocraciaParticipativa
23491;;
23492;;
23493;;
23494;141886;Rmatas
23495;139151;Juancarfer
23496;1100;Rosa
23497;23775;Shibani
23498;64875;rosaleda
23499;519761;miguelitolastablas
23500;;
23501;;
23502;;
23503;139151;Juancarfer
23504;132590;María Luisa Borrás
23505;519715;Diego Zamudio
23506;142317;Javier Lahuerta
23507;207793;josemsaiz
23508;178399;Rociodlp
23509;497033;Jamie
23510;;
23511;3309;CIUDADANO-V
23512;423209;AsociaciónProDemocraciaParticipativa
23513;423209;AsociaciónProDemocraciaParticipativa
23514;580607;pezfugu
23515;423209;AsociaciónProDemocraciaParticipativa
23516;423209;AsociaciónProDemocraciaParticipativa
23517;423209;AsociaciónProDemocraciaParticipativa
23518;423209;AsociaciónProDemocraciaParticipativa
23519;423209;AsociaciónProDemocraciaParticipativa
23520;423209;AsociaciónProDemocraciaParticipativa
23521;;
23522;580613;Asociación de Comerciantes del Barrio de las Letras
23523;227799;Raúl Claramunt Yebra
23524;12591;Jose Ramon
23525;583805;Begoña Medrano
23526;210679;Inma Santos
23527;139151;Juancarfer
23528;159654;jose barba
23529;3446;Neptuno
23530;433007;Hermy
23531;205790;EsterGa
23532;243161;igar71
23533;515035;SITO
23534;94653;Alejandro83
23535;423209;AsociaciónProDemocraciaParticipativa
23536;215735;elena1953
23537;585923;Alex Losada
23538;15396;AVELINOPA
23539;423009;Francisco Navarro Martinez
23540;586169;lidia gasanz castrejon
23541;48974;marcelo bilevich
23542;515035;SITO
23543;11378;Alehop
23544;288040;Julioferngo
23545;107035;Acei Tuna
23546;10822;Víctor A++
23547;423209;AsociaciónProDemocraciaParticipativa
23548;423209;AsociaciónProDemocraciaParticipativa
23549;423209;AsociaciónProDemocraciaParticipativa
23550;423209;AsociaciónProDemocraciaParticipativa
23551;505015;Juanma85
23552;509992;Rosa buchy
23553;516201;Arganzuelo Font
23554;475357;Lauch03
23555;19301;Lulú
23556;139151;Juancarfer
23557;586357;Alvaro Mediero Toledano
23558;586365;Begoñaka
23559;10710;Antonio Morales
23560;48577;mym
23561;423209;AsociaciónProDemocraciaParticipativa
23562;243161;igar71
23563;;
23564;423209;AsociaciónProDemocraciaParticipativa
23565;423209;AsociaciónProDemocraciaParticipativa
23566;423209;AsociaciónProDemocraciaParticipativa
23567;243161;igar71
23568;4545;alejandrocid
23569;13988;Varco
23570;14887;RafaelaGlezCareaga
23571;580459;Petjer
23572;5707;excopete
23573;586423;SofiaS
23574;1756;vicentegomez
23575;515035;SITO
23576;29693;Álvaro Madrid
23577;586466;AMPA colegio Nueva Castilla
23578;423209;AsociaciónProDemocraciaParticipativa
23579;19301;Lulú
23580;142317;Javier Lahuerta
23581;586585;Jose Enrique Leo Lopez
23582;23857;Santi Rello Varona
23583;586622;Mavallej
23584;67538;Carlos Latorre Calle
23585;;
23586;30506;Airamushas
23587;171680;Héctor Blas
23588;588554;superdeivy
23589;588566;Victor Domingo
23590;588588;Ibasildo
23591;84826;José López
23592;23529;ROBERTO GASPAR
23593;19884;Rosa Ortega
23594;588612;Javier_m
23595;457912;Jotalu
23596;574644;Blini
23597;10205;Cerkys
23598;10205;Cerkys
23599;46727;Cinta de Retana
23600;1730;Carmen1
23601;588638;Casilda Epeldegui
23602;252687;alopez1968
23603;;
23604;423209;AsociaciónProDemocraciaParticipativa
23605;423209;AsociaciónProDemocraciaParticipativa
23606;423209;AsociaciónProDemocraciaParticipativa
23607;505015;Juanma85
23608;588675;NataliaGP
23609;170091;Alameda de Osuna
23610;52256;Olguín
23611;588702;Vincent B.
23612;205790;EsterGa
23613;;
23614;159654;jose barba
23615;96007;Bambú
23616;423209;AsociaciónProDemocraciaParticipativa
23617;423209;AsociaciónProDemocraciaParticipativa
23618;423209;AsociaciónProDemocraciaParticipativa
23619;458845;m.y.v.
23620;54168;ÁngelesM
23621;157400;juanmacube
23622;10261;victorcarabanchel
23623;15396;AVELINOPA
23624;1756;vicentegomez
23625;189483;Julian Soba De Luelmo
23626;510072;juanes
23627;494640;Alan Willard Moore
23628;423209;AsociaciónProDemocraciaParticipativa
23629;423209;AsociaciónProDemocraciaParticipativa
23630;423209;AsociaciónProDemocraciaParticipativa
23631;423209;AsociaciónProDemocraciaParticipativa
23632;423209;AsociaciónProDemocraciaParticipativa
23633;180121;Mar Montalvo
23634;588791;Plazuela Virgen de la Estrella NO ES UN BASURERO
23635;63443;Ernestoide
23636;507232;Virginia R Z
23637;588836;FelipeCR
23638;588859;Maria GN
23639;588863;Pcudg
23640;588871;alvarogi
23641;13701;UNZU
23642;3285;Javipo
23643;588873;Jun Carlos
23644;588905;Carlos Yildori Rodríguez González
23645;588762;Victor039
23646;120508;Ad.M.
23647;177032;Charo de Santos
23648;7675;Quirche
23649;423209;AsociaciónProDemocraciaParticipativa
23650;423209;AsociaciónProDemocraciaParticipativa
23651;423209;AsociaciónProDemocraciaParticipativa
23652;423209;AsociaciónProDemocraciaParticipativa
23653;423209;AsociaciónProDemocraciaParticipativa
23654;423209;AsociaciónProDemocraciaParticipativa
23655;423209;AsociaciónProDemocraciaParticipativa
23656;127641;Giovitch
23657;127641;Giovitch
23658;35574;AntonioGM
23659;34555;Carrioel
23660;589028;chuscresp
23661;15396;AVELINOPA
23662;39874;patialonso
23663;572801;Cristinabc
23664;139151;Juancarfer
23665;588975;Vecinos y amigos de Hispanoamérica Chamartín
23666;588975;Vecinos y amigos de Hispanoamérica Chamartín
23667;588975;Vecinos y amigos de Hispanoamérica Chamartín
23668;588975;Vecinos y amigos de Hispanoamérica Chamartín
23669;588975;Vecinos y amigos de Hispanoamérica Chamartín
23670;588975;Vecinos y amigos de Hispanoamérica Chamartín
23671;973;Antoñito
23672;973;Antoñito
23673;4545;alejandrocid
23674;588975;Vecinos y amigos de Hispanoamérica Chamartín
23675;588975;Vecinos y amigos de Hispanoamérica Chamartín
23676;38858;MARIA JOSE HERNANDEZ MORONTA
23677;;
23678;588975;Vecinos y amigos de Hispanoamérica Chamartín
23679;588975;Vecinos y amigos de Hispanoamérica Chamartín
23680;588975;Vecinos y amigos de Hispanoamérica Chamartín
23681;23775;Shibani
23682;589095;amuela
23683;588975;Vecinos y amigos de Hispanoamérica Chamartín
23684;423209;AsociaciónProDemocraciaParticipativa
23685;423209;AsociaciónProDemocraciaParticipativa
23686;151360;B V
23687;423209;AsociaciónProDemocraciaParticipativa
23688;423209;AsociaciónProDemocraciaParticipativa
23689;423209;AsociaciónProDemocraciaParticipativa
23690;;
23691;423209;AsociaciónProDemocraciaParticipativa
23692;;
23693;178799;CGlez
23694;223637;cprieto
23695;589127;protestaquealgoqueda
23696;589129;FRANPEREZ
23697;80838;Carolina.MM
23698;588975;Vecinos y amigos de Hispanoamérica Chamartín
23699;589144;Cesárea Sánchez
23700;515035;SITO
23701;;
23702;;
23703;589171;monicag8
23704;589187;MariaCaterina La Barbera
23705;;
23706;;
23707;;
23708;1756;vicentegomez
23709;589257;ecopet
23710;11202;Agurtzane San Julian
23711;;
23712;30304;Carlos González Núñez
23713;11923;carloswert
23714;;
23715;573079;Jose Antonio 64
23716;427302;Armando BG
23717;529496;Patricia Gomez Santiago
23718;90758;Ángeles Bollo
23719;176782;avilor
23720;208483;Sandra Clv Lmnchr
23721;98176;Carolina Gå
23722;529496;Patricia Gomez Santiago
23723;476379;JavierE
23724;440830;Jose Luis Avila
23725;20820;Drew91
23726;11506;Vallecas26
23727;11506;Vallecas26
23728;24698;mimi
23729;167823;Juan D Mendoza
23730;62992;silbla
23731;419852;finanzas
23732;10610;marisa de madrid al cielo
23733;245361;Cayetana Egusquiza Etchenique
23734;57892;Jorge Sánchez Gutiérrez2
23735;57892;Jorge Sánchez Gutiérrez2
23736;148242;Andrea priscila ortega
23737;202184;Myriam Perez
23738;434684;Ángeles Rodríguez Fernández
23739;589647;Claravesp
23740;532927;c.callejas
23741;42890;xxdelgado
23742;11506;Vallecas26
23743;214783;Jose alcaide
23744;12591;Jose Ramon
23745;;
23746;17183;Ivancete23
23747;315012;Sofía de Santiago Ochoa
23748;81301;Yasier Biens Rodriguez
23749;474102;jrbujosa
23750;101828;Matarangi
23751;590001;YOANA
23752;54248;krisavh
23753;54248;krisavh
23754;110791;benja_ivan
23755;151395;nponce8886@gmail.com
23756;164110;Blanca Callejas
23757;59353;Hugo P.
23758;282241;Maria Alejandra Moreno Contreras
23759;237546;Lydia Es Mon Monde
23760;60945;Fmartin
23761;103374;davcri
23762;128747;SNF
23763;486232;crashfamrc
23764;576126;alejogag
23765;38495;Puchis
23766;471782;Alekatu
23767;150016;gonv
23768;38495;Puchis
23769;38495;Puchis
23770;471782;Alekatu
23771;515768;Donatarantxa
23772;282424;Laderani
23773;65111;Báraltag
23774;140558;Chus Carrillo
23775;447257;Lebasi8
23776;23027;re-evolucionario
23777;443079;Miguel Lopez-Pelegrin
23778;161469;GimBo AkimBo
23779;40367;Miguel Ángel Pérez Redondo
23780;;
23781;316433;Rodrigo González
23782;569401;Rosa Aguado Humanes
23783;200081;Nel Pastel
23784;39479;ChaMelDi
23785;201177;IGNACIO BAÑEZ RODRIGUEZ
23786;170778;Francisco Javier Fabero Correas
23787;13621;C.Carro
23788;189717;jabades
23789;203704;Jomavilo
23790;259043;Flor Fuertes
23791;51794;Javier méndez
23792;69553;Jeennii Marin Arias
23793;139896;Pedro Alfonso García Sáez
23794;12906;G.C.
23795;475953;Belén G
23796;514809;Otro curioso parlante
23797;55441;Luis Arquero Carrero
23798;59550;Ramón lf74
23799;104219;Pablo Molinero
23800;;
23801;364097;josevalero
23802;485155;Paca Ramírez Moya
23803;73205;Tonelo
23804;25451;cherencia
23805;125566;Enrique Låzaro Camarero
23806;447903;José Luis GB
23807;423021;ptardaguila
23808;216927;poldar neuf
23809;257141;MaríaS
23810;33491;Morns
23811;590924;Mayte ccc
23812;1756;vicentegomez
23813;1756;vicentegomez
23814;1756;vicentegomez
23815;590969;Pablitosti
23816;422669;Isabelgomezlozano
23817;58359;Urbana
23818;449372;AnHe
23819;58359;Urbana
23820;25748;Jorge Francisco
23821;63723;Dani Rodriguez
23822;591069;Felipe88Lau
23823;33675;Fco Javier Villarroel Cuello
23824;71439;Rise up Madrid
23825;484698;Debora Deb
23826;518954;Emilio Jose Heras Tejedor
23827;298122;Marquez
23828;11378;Alehop
23829;464867;anaaluche
23830;464867;anaaluche
23831;11378;Alehop
23832;464268;Diego Sanjuán
23833;71439;Rise up Madrid
23834;299227;FG Esther
23835;591269;Pepejn
23836;93118;fybaster
23837;423209;AsociaciónProDemocraciaParticipativa
23838;234205;M.Tello
23839;423209;AsociaciónProDemocraciaParticipativa
23840;423209;AsociaciónProDemocraciaParticipativa
23841;423209;AsociaciónProDemocraciaParticipativa
23842;591369;Jorge Grau Jiménez
23843;262840;Udo Berger
23844;1756;vicentegomez
23845;57221;Juan José Ardana Collado
23846;32609;Isimo
23847;423209;AsociaciónProDemocraciaParticipativa
23848;423209;AsociaciónProDemocraciaParticipativa
23849;423209;AsociaciónProDemocraciaParticipativa
23850;139151;Juancarfer
23851;591469;LollyRock05
23852;280255;Zesarx15
23853;246243;Niño Balsero
23854;150994;carlosmun
23855;76260;Dinamizacion_3
23856;523023;LorenaC
23857;515035;SITO
23858;515035;SITO
23859;7276;Tarinda
23860;84336;julio romero
23861;591607;soalca
23862;223090;Vmiron
23863;182605;Martign
23864;591703;fosforo
23865;17183;Ivancete23
23866;161778;María del Pilar Pol Trigo
23867;74976;elgriego
23868;464867;anaaluche
23869;591719;Mariví Inglés
23870;12863;MGC
23871;17183;Ivancete23
23872;589341;Cristóbal Zam
23873;591781;sofialon
23874;265493;carmen.vass
23875;533680;Pepa del Pozo
23876;106005;Sergio C.
23877;205525;juanagui
23878;;
23879;589099;CarlosGr
23880;589099;CarlosGr
23881;1729;MCarmen
23882;1729;MCarmen
23883;1729;MCarmen
23884;1729;MCarmen
23885;591851;Raquel342
23886;591858;Dolores Calderón
23887;104842;Jesus Benito García
23888;33260;Ana lia leonardi
23889;33634;Oximoron
23890;54216;Adrián Durán Caballero
23891;69307;Bleble
23892;510764;Jasemor
23893;63695;César Lozano Vera
23894;591969;Ennee
23895;39736;rafamaza
23896;589152;Fasfer86
23897;591998;Borja Ruiz
23898;74046;So Remiro
23899;220831;FRANCISCO CARRASCO GONZÁLEZ
23900;592013;LAC
23901;574907;Susogonzalez
23902;574907;Susogonzalez
23903;519197;J.Kuzho
23904;54158;Carmen45
23905;149438;Miguel Ángel Elejalde Santamaría
23906;591305;دُٱبّيّل تُبّٱرة
23907;165892;L C B M
23908;98872;María José Gómez
23909;174666;Mayte fernandez hermosilla
23910;592143;Sergio Del Pozo
23911;592152;Maria Belen Tapias Garcia
23912;574846;Sara. Lr91
23913;66299;als
23914;592173;Jesus DE Santiago Lazaro
23915;63695;César Lozano Vera
23916;592177;Teresa Garrido Sualdea
23917;284876;mikele232
23918;284876;mikele232
23919;;
23920;515035;SITO
23921;592229;Nano Gucci
23922;592237;Luciia Garces Alvarez
23923;149225;Jorge Rupérez Jiménez
23924;472975;Sara Egui
23925;592249;Alvaro Estévez
23926;228310;Ciriaco Lázaro Gonzalez
23927;305669;LiaCasGu
23928;30036;María Mercedes
23929;15171;jaimepeace
23930;15171;jaimepeace
23931;32353;OscarChamberi
23932;162835;Acd20
23933;592373;Flor 💥
23934;476730;cmdpp
23935;19066;Alimargar
23936;641;Victor
23937;592404;Miguelsc
23938;592404;Miguelsc
23939;543096;bmmonge
23940;475545;Aisha_19
23941;210585;Teresa Vila
23942;155895;Josemoya
23943;18807;Ignacio Monasterio
23944;12545;Luisfer
23945;592432;Rocíogq
23946;94863;edubonache
23947;592435;Naiaradiazzz
